id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
475704,-0.069703289560072,0.1233997116172339,-0.4727305630364737,0.1161116731305547,-0.1697123752901836,0.3550649948961991,0.2560919366329776,-0.5084916851482348,-0.1489308804122728,-0.4242650827582284,-0.1323058212648568,-0.3682297415365236,-0.6954293044284051,-0.4692202441937957,0.8024163352784289,-0.1661080094489421,0.0200176577230704,0.2089345430967862,-0.0427068430274776,0.4679345382265608,-0.3596443257778132,0.2851743905498831,0.0283689539593721,0.4561569553982774,0.0019373027484724,-1.141196127888395,0.1788408626428737,0.118863481069309,16720.75,1
562366,-0.6231098333673494,0.3159042763633643,-0.5665556048254091,0.8687145190525526,-0.597137329431748,-0.493525810899631,-0.8094984363189471,0.33348109129135,-1.2009056235810105,-1.0463883624055832,0.9927546000748256,-1.1882093396075677,0.9766968319520812,-1.1824211165997878,-0.2506773222421792,-1.4546227900154056,-1.6275661375513464,-1.5068727163386697,1.3820648203859796,0.771247531727729,0.4283620450901503,0.4821228654079932,0.1152500990616473,-0.0772712791939802,0.1412501163622717,0.7647038407844474,1.6682512927253266,0.6279661290683993,22078.87,1
278074,-0.3809172374178589,0.1625158571744148,0.3943529980506337,-1.270529877279242,0.464803772373139,-0.1241640264937085,1.1481896733760526,-0.3407237966648094,2.134742281244501,2.505483702755914,-0.8831587269465797,0.5614188233494893,0.0921984158742228,0.1861436443961135,-0.1454584548695174,0.1430953257515015,0.2007227613338174,-0.247194154519583,-0.4874394138309274,0.8772176198218993,-0.406490773832856,-0.5292138887102885,-0.022676865403369,-0.1802941820168351,-0.5396200413475855,-0.0766272514620983,-0.9338333251462352,-2.8280343315923124,16201.77,0
562976,0.5511944814491472,-0.3689457500592898,0.115256362107944,0.4304842302532674,0.9531984274698236,0.313422630336095,0.4896782513462854,-0.1878119974838013,-0.2117513856378466,1.4056818078818765,-1.2230037612973397,0.3376637305668785,0.4411027482654113,0.5746818298649348,-0.2640014798982512,0.42023731695252,0.6377453321464829,0.2332593854666188,0.7639165795577167,0.0157368514634872,0.0051547799131536,0.7975683112650966,0.2041990865084727,1.275978994719474,-1.4931620359769815,3.926886194566437,-0.434106210803093,0.2206200470243878,23003.23,1
407296,-2.459141149335575,3.326970220195924,-2.4762508737381093,1.7858636066810814,-2.828982230097828,-0.2760479533827857,-3.424997661681292,-2.20701973229053,-2.787200935074229,-2.926960642761925,0.9936592720641512,-1.4244000357724176,-0.6449548873865232,-0.4358143008777628,-2.259985593112109,-1.325535755338305,-1.4229666634779925,-1.6089571566006928,-0.71943149546279,2.477712383634667,-4.328204022164735,3.653956365194997,0.930769460064368,0.542945988898742,-1.2361609336174595,-2.571823791692281,-4.947034457627021,-3.337477788881977,3708.57,1
39997,0.8619395468926295,-1.2624703291783514,0.9779055503226396,-1.0806683293214987,-0.3764048932157808,0.6394372763383577,0.0606221666224545,-0.1507310714171596,0.079454924594947,1.1112793402026342,-1.890620563591615,0.5156937507824655,1.3810978085665169,0.1378263909436902,-1.419746266740942,0.035794333978621,0.7928184618683388,0.3387679455981946,0.0439027348277529,0.0049811443289586,-0.1272548812279225,0.0854089847229923,-0.3618182793869124,-0.0487056717978639,0.7778660869482033,0.0519101182173947,-0.1780262463164722,0.0492777998903045,22627.05,0
344040,-0.4114974095237519,0.3687583705541081,-0.5220010396501312,0.3250111903382942,-0.3284597200770159,0.1771049997668877,-0.134457942115025,0.2453679208049795,-0.2918376124753822,-0.6525771097295877,0.3491413304879381,-0.5760608188414532,-0.4497101591229853,-0.8525279233481399,-0.6150723596579508,-0.4640393940291574,-0.3304194854522873,0.1502613873401764,0.386435412689837,-0.0869365010296076,0.1666530485740147,0.5327039996218047,-0.0797223383678763,0.0014346780859146,-0.1809454206465719,-0.6205544881030273,0.348201612039168,0.2844157977776191,18636.75,1
31131,-0.2718752623850719,-0.6281706139985022,2.749878764696509,-0.6104224232815639,0.5246404784329084,0.6425856709680593,0.7630921515988652,-0.3839258003057116,1.356922847162597,1.2014022430021938,-0.0719500251232203,0.9023883477986352,0.2045638603829096,0.0870477473728102,-0.4962297549327372,0.4228657866823572,0.1364367142277476,0.5282129042308684,0.3425961579305016,-0.3488614001837352,-0.2309710255467998,0.2709484500446007,-0.621092308339132,0.2199069260140852,-0.8055331852381372,0.1914822881740484,-1.4540056323974315,-1.8753033779125328,8333.39,0
445557,-0.3368706039060919,0.5128827296327543,-0.5934800686285616,0.3995208703623228,-0.3846392056693425,-1.0024029448179197,-0.5325774927532512,0.2539795312012596,-0.2017954182772338,-1.0160662675254564,1.445331622766993,-1.2334329134045845,0.4259635480213593,-0.9737871249398046,-0.4198995038198369,-0.771788913568458,-0.7282427004347827,-0.326041845318408,0.2235720773362053,0.2160205490108362,0.1590362108915591,-0.4530265897331552,0.0222502196849515,0.1832384474782532,-0.2588790901534828,0.6813204278119297,0.3156788928766338,0.3971135585521216,23965.23,1
367972,-1.8244952680874864,1.6026691558236033,-2.063753852300737,2.3552620357814478,-1.5753115333576706,-0.9774374596679598,-2.038250393179378,-0.1017924796654648,-1.9334940434869603,-1.9257030752268636,2.1728856057987302,-1.7314287485941875,0.7623754036860869,-1.6997499982035262,-0.3784519703102718,-1.5179708090169108,-1.3997914538534164,-1.4429073374385906,0.3701750853548642,0.8154686992517987,-1.1361695742887157,1.027026584873956,1.1056694036286987,-1.6898944546736985,-0.4533323066500285,1.343434423157813,3.077785714544456,-3.529992716471158,15003.11,1
